6.095, 0.703, 3.375
5.631, 0.623, 3.119
5.839, 0.607, 4.047
6.159, 0.224, 3.103
5.136, 0.943, 5.168
5.791, 0.287, 3.343
5.439, 0.815, 4.575
4.751, 0.384, 3.536
4.831, 0.544, 4.159
5.503, 0.224, 4.015
4.848, 0.335, 5.071
4.960, -0.015, 4.015
4.559, -0.127, 4.575
4.543, 0.639, 4.239
4.239, -0.335, 3.391
4.400, -0.943, 3.664
4.352, -1.039, 4.159
4.383, -0.863, 4.480
3.823, -0.912, 4.495
3.983, -1.312, 3.904
4.175, -0.415, 4.320
3.247, -0.879, 3.952
3.952, -0.495, 3.279
3.727, -0.192, 3.952
4.015, -0.431, 3.568
3.455, -0.527, 4.159
3.247, -1.952, 5.023
3.359, -0.800, 5.151
3.343, -1.327, 4.015
3.216, -0.896, 3.775
3.184, -0.783, 3.936
2.527, -1.184, 4.527
2.687, -1.279, 4.575
3.151, -0.976, 5.599
2.415, -1.296, 4.032
2.319, -1.935, 5.055
2.191, -1.935, 4.271
3.087, -1.792, 3.791
3.231, -1.952, 4.175
2.895, -2.608, 4.736
2.671, -2.127, 5.039
2.879, -1.215, 4.079
2.335, -2.400, 5.296
2.256, -2.063, 3.599
1.871, -2.127, 4.943
1.919, -1.952, 3.488
2.848, -1.952, 5.184
2.016, -2.447, 4.512
1.519, -2.303, 3.904
1.792, -1.679, 4.271
1.151, -2.063, 4.400
1.455, -2.608, 5.727
1.103, -2.959, 4.671
0.448, -2.384, 7.759
0.863, -2.400, 5.103
0.544, -2.287, 5.087
0.879, -2.207, 3.743
0.063, -3.407, 3.967
-0.015, -3.039, 5.807
0.143, -3.584, 5.423
0.879, -3.087, 4.736
0.847, -3.279, 4.575
0.415, -3.247, 4.815
0.255, -3.375, 3.664
0.607, -3.375, 4.287
0.272, -3.552, 5.168
-0.287, -3.151, 4.703
0.224, -4.159, 4.975
0.048, -3.423, 5.567
0.175, -4.303, 3.904
0.303, -3.952, 5.039
-0.448, -4.255, 6.064
0.063, -3.216, 5.503
0.319, -4.191, 4.975
0.400, -3.791, 4.191
0.495, -4.607, 5.343
1.727, -4.927, 3.296
1.871, -5.616, 4.720
2.319, -5.727, 5.007
2.768, -6.415, 4.271
2.111, -5.855, 4.975
1.503, -5.439, 3.952
1.231, -5.471, 5.391
1.615, -6.000, 4.895
2.127, -6.447, 5.567
2.207, -6.303, 6.000
3.216, -6.800, 4.064
2.431, -5.935, 4.736
2.511, -6.863, 4.064
2.671, -6.815, 3.967
3.423, -6.991, 5.855
2.927, -7.455, 4.527
2.400, -7.759, 5.471
1.455, -7.072, 3.952
1.103, -6.479, 2.703
0.239, -6.495, 4.432
-0.063, -6.768, 0.287
-0.400, -6.111, 2.719
-1.792, -6.287, 3.887
-1.471, -6.111, 3.807
-0.751, -6.015, 5.391
-1.439, -6.543, 4.543
-1.407, -6.655, 3.263
-1.711, -6.287, 4.079
-2.256, -6.047, 3.920
-2.895, -5.727, 4.287
-2.703, -5.391, 4.079
-3.615, -4.671, 4.271
-3.296, -5.216, 5.231
-4.000, -4.671, 4.480
-4.159, -5.103, 3.119
-4.415, -5.455, 3.552
-3.679, -4.815, 4.960
-3.904, -4.800, 4.720
-3.952, -4.639, 3.983
-3.871, -5.503, 3.807
-4.000, -5.311, 5.584
-4.720, -5.055, 5.375
-5.967, -4.047, 4.207
-5.776, -4.064, 3.855
-6.559, -3.599, 4.639
-6.303, -3.119, 5.423
-6.911, -3.103, 5.151
-7.104, -2.527, 4.000
-7.504, -1.824, 3.568
-7.615, -2.992, 4.335
-7.136, -2.303, 5.519
-7.376, -2.063, 4.095
-8.208, -1.744, 5.087
-9.423, -1.488, 5.791
-9.951, -0.959, 4.736
-10.079, -0.703, 4.927
-9.727, -1.023, 5.087
-9.407, -0.575, 4.911
-9.423, 0.112, 6.543
-11.119, -0.207, 5.216
-11.583, 0.063, 5.823
-11.663, 1.583, 5.407
-11.839, 1.424, 5.248
-11.503, 1.343, 6.079
-12.511, 1.935, 5.839
-12.527, 1.312, 4.480
-12.511, 2.063, 4.512
-12.223, 1.887, 4.415
-12.751, 1.983, 6.095
-12.559, 2.400, 5.359
-12.847, 2.511, 4.815
-13.647, 2.575, 8.111
-13.519, 1.919, 5.168
-13.487, 3.375, 5.855
-13.552, 3.039, 6.047
-13.583, 3.103, 6.415
-13.600, 3.327, 6.495
-14.255, 2.447, 6.352
-14.175, 3.055, 5.919
-13.744, 3.775, 6.032
-13.855, 3.200, 6.064
-14.511, 3.519, 6.703
-14.000, 3.711, 6.191
-14.623, 4.655, 7.536
-15.407, 3.936, 5.296
-15.151, 3.967, 5.023
-15.231, 4.880, 5.631
-14.975, 4.800, 5.743
-15.119, 5.007, 5.567
-15.536, 5.199, 4.575
-15.503, 5.263, 4.800
-15.536, 5.727, 4.480
-15.823, 5.631, 5.935
-16.111, 5.759, 3.983
-16.911, 5.519, 5.199
-15.855, 5.136, 5.199
-16.079, 4.687, 5.055
-15.631, 4.592, 5.071
-15.359, 4.064, 5.536
-15.407, 4.320, 5.231
-15.823, 4.863, 5.328
-15.823, 4.911, 4.144
-15.311, 5.151, 4.927
-16.191, 5.631, 5.647
-15.903, 5.743, 5.855
-16.031, 5.696, 5.087
-15.951, 5.696, 3.807
-16.656, 5.855, 4.303
-16.399, 5.903, 4.111
-15.920, 5.679, 3.727
-16.736, 5.903, 4.800
-16.063, 6.064, 4.863
-16.880, 6.671, 4.303
-16.672, 6.495, 3.983
-17.392, 6.751, 4.175
-17.247, 8.336, 5.519
-18.223, 8.095, 3.599
-17.616, 7.615, 5.887
-17.983, 9.039, 5.007
-18.287, 9.343, 4.432
-18.784, 9.392, 4.751
-18.799, 9.935, 5.664
-18.944, 10.447, 5.296
-19.167, 10.255, 4.895
-19.247, 10.463, 4.287
-19.359, 10.687, 5.151
-20.063, 10.927, 5.791
-19.439, 10.864, 4.815
-20.175, 11.711, 3.727
-19.439, 10.847, 4.032
-19.135, 11.663, 6.592
-19.903, 11.631, 5.503
-19.743, 11.711, 3.775
-20.431, 12.255, 4.768
-20.368, 12.543, 4.975
-20.687, 12.223, 5.343
-20.336, 11.983, 5.119
-21.023, 12.496, 4.352
-20.399, 12.415, 4.911
-20.191, 12.271, 3.983
-20.687, 12.095, 4.960
-20.607, 12.271, 3.072
-20.847, 12.736, 4.911
-20.767, 12.575, 4.975
-20.992, 12.751, 4.015
-20.383, 13.135, 4.271
-20.511, 12.847, 4.559
-20.271, 12.736, 4.159
-20.544, 12.351, 5.279
-20.303, 12.496, 4.320
-20.351, 13.487, 4.207
-20.959, 13.359, 5.216
-21.087, 14.079, 4.352
-21.200, 14.239, 5.151
-21.167, 14.719, 4.991
-21.759, 14.607, 3.343
-21.312, 14.511, 3.039
-22.351, 14.719, 4.447
-21.808, 13.791, 3.871
-21.775, 14.255, 4.447
-21.728, 14.656, 3.504
-22.256, 14.592, 3.775
-21.312, 14.303, 2.751
-21.343, 15.247, 4.880
-21.408, 14.447, 5.168
-21.791, 15.199, 4.127
-21.615, 14.895, 3.727
-21.472, 14.287, 4.911
-21.215, 14.399, 4.207
-21.392, 14.480, 3.743
-22.431, 14.208, 4.943
-21.663, 15.167, 4.543
-21.855, 15.583, 4.463
-22.319, 15.487, 5.359
-22.000, 15.823, 2.351
-22.175, 16.368, 4.239
-22.128, 16.576, 3.263
-21.840, 17.392, 5.216
-22.767, 18.208, 5.007
-22.351, 18.191, 5.184
-22.368, 18.911, 3.615
-23.023, 19.200, 4.559
-22.911, 19.600, 4.751
-23.184, 19.520, 3.423
-23.503, 19.951, 4.863
-23.615, 19.728, 4.943
-22.559, 20.927, 4.287
-23.439, 21.055, 4.751
-23.167, 21.392, 2.447
-23.647, 20.831, 4.592
-22.944, 20.687, 5.279
-23.327, 21.472, 3.920
-22.975, 21.104, 5.231
-23.920, 20.656, 4.703
-23.072, 20.815, 4.575
-22.767, 21.567, 3.983
-23.439, 20.687, 3.504
-23.600, 21.200, 4.368
-23.247, 21.343, 5.023
-23.887, 21.631, 3.791
-23.007, 22.223, 4.592
-23.951, 21.936, 5.855
-23.007, 22.383, 4.991
-23.359, 22.431, 5.519
-23.711, 22.239, 2.992
-24.000, 22.256, 4.495
-23.535, 22.784, 5.375
-22.944, 23.295, 4.736
-22.815, 23.663, 5.248
-23.535, 23.631, 6.400
-23.472, 24.015, 5.455
-23.855, 24.847, 5.903
-23.535, 24.543, 6.383
-23.520, 24.495, 6.511
-23.439, 24.623, 4.480
-23.759, 24.927, 5.071
-24.208, 25.087, 5.519
-23.936, 26.223, 6.287
-24.095, 25.967, 5.136
-23.728, 26.175, 6.432
-24.287, 26.719, 6.079
-24.015, 25.951, 6.255
-23.359, 26.351, 6.111
-23.711, 26.784, 6.671
-23.920, 27.391, 5.855
-24.287, 27.055, 5.487
-23.775, 27.072, 4.751
-24.911, 28.960, 5.887
-24.736, 28.719, 5.423
-25.679, 29.023, 6.111
-24.975, 30.432, 6.511
-24.256, 30.368, 6.352
-24.351, 30.399, 4.927
-24.511, 31.184, 6.000
-24.831, 31.167, 4.863
-24.831, 31.391, 3.359
-24.815, 32.319, 5.552
-23.936, 31.951, 4.671
-24.111, 32.463, 4.895
-24.000, 32.191, 4.480
-23.472, 32.911, 5.696
-24.095, 33.663, 3.983
-23.615, 34.879, 4.960
-24.208, 34.512, 4.768
-24.159, 34.655, 6.400
-23.855, 34.032, 4.447
-23.535, 33.423, 4.703
-22.751, 33.167, 4.927
-22.271, 33.439, 6.144
-23.615, 33.903, 4.815
-22.815, 33.599, 5.087
-22.095, 34.368, 5.071
-21.647, 34.816, 2.768
-22.479, 34.991, 4.463
-21.167, 35.327, 4.159
-20.399, 35.472, 3.952
-20.399, 36.703, 3.967
-19.615, 36.575, 3.807
-19.600, 36.560, 4.079
-19.711, 37.503, 2.911
-19.920, 37.791, 3.151
-19.280, 37.247, 4.960
-19.280, 36.959, 3.216
-19.439, 36.944, 2.815
-19.280, 37.231, 2.719
-19.680, 37.855, 3.296
-19.503, 37.663, 2.768
-19.823, 37.951, 3.327
-20.048, 37.872, 4.191
-20.383, 38.111, 4.239
-20.175, 38.495, 2.799
-19.728, 38.463, 4.639
-19.583, 38.831, 2.895
-19.743, 38.672, 3.920
-19.503, 39.728, 3.151
-20.959, 39.791, 3.791
-20.864, 40.256, 3.552
-19.903, 40.271, 6.015
-19.503, 40.288, 4.848
-19.711, 40.831, 3.423
-19.711, 40.543, 4.000
-19.327, 40.560, 4.623
-20.128, 41.103, 4.303
-19.759, 40.895, 4.111
-19.520, 41.568, 4.032
-19.775, 41.472, 4.463
-19.408, 41.375, 1.727
-19.408, 41.472, 3.631
-19.728, 42.239, 5.296
-19.423, 42.096, 4.079
-20.000, 42.416, 4.303
-19.503, 42.543, 5.423
-19.343, 43.152, 4.927
-19.791, 42.288, 3.488
-18.831, 42.111, 4.720
-19.375, 41.631, 4.927
-19.055, 41.456, 3.871
-18.287, 41.487, 4.271
-18.303, 41.631, 4.463
-18.479, 41.888, 4.703
-19.007, 41.423, 2.959
-18.559, 41.711, 3.119
-18.511, 41.759, 2.143
-18.144, 41.759, 2.127
-18.559, 42.767, 3.423
-18.607, 42.239, 2.592
-18.672, 42.816, 3.743
-18.527, 42.383, 2.783
-18.175, 42.223, 2.223
-17.472, 42.111, 3.231
-17.967, 42.463, 3.615
-16.703, 42.368, 1.600
-15.775, 41.568, 2.624
-15.711, 41.951, 2.719
-15.072, 41.375, 2.848
-14.495, 40.895, 2.976
-13.583, 40.944, 3.296
-13.727, 40.928, 1.968
-12.800, 41.823, 4.352
-13.119, 41.312, 3.007
-12.991, 41.215, 2.895
-13.023, 41.616, 3.664
-13.087, 41.135, 2.592
-12.911, 41.088, 3.952
-12.351, 40.560, 2.783
-12.095, 40.655, 2.751
-12.479, 40.975, 2.911
-12.927, 41.103, 3.279
-12.719, 41.183, 3.007
-12.255, 42.383, 3.279
-11.423, 42.111, 2.559
-11.104, 42.575, 4.144
-11.024, 43.263, 3.488
-10.575, 42.591, 3.759
-9.791, 43.152, 3.391
-10.319, 42.911, 3.135
-9.423, 43.407, 3.375
-9.247, 43.183, 3.359
-8.943, 42.959, 2.319
-9.487, 43.456, 1.551
-9.328, 43.183, 2.911
-9.600, 43.407, 3.087
-9.055, 43.535, 3.023
-8.368, 44.368, 3.151
-8.800, 44.000, 2.751
-7.967, 43.840, 3.151
-8.479, 44.111, 3.552
-7.376, 44.063, 1.759
-6.159, 44.256, 3.007
-5.455, 44.223, 1.871
-5.231, 44.863, 1.776
-3.471, 44.479, 1.983
-3.375, 44.495, 1.759
-3.807, 43.807, 2.703
-4.352, 44.319, 1.439
-4.415, 44.063, 3.279
-4.432, 44.208, 1.776
-4.079, 43.823, 3.455
-4.943, 43.456, 1.903
-4.383, 44.368, 2.207
-4.480, 43.616, 3.743
-3.855, 44.208, 1.744
-5.087, 44.079, 2.303
-5.136, 44.079, 3.247
-5.664, 43.647, 2.943
-5.007, 43.743, 3.631
-5.759, 43.200, 3.455
-4.783, 43.135, 2.608
-4.863, 42.479, 3.279
-4.335, 43.487, 3.823
-3.791, 43.040, 2.160
-3.743, 42.767, 2.256
-4.079, 42.191, 0.255
-4.432, 42.527, 2.832
-3.711, 41.472, 1.567
-3.695, 41.695, 2.879
-3.568, 42.639, 2.655
-3.631, 41.743, 1.727
-3.135, 42.431, 2.032
-3.072, 41.840, 2.415
-2.575, 41.407, 3.087
-2.000, 42.271, 3.247
-2.943, 42.063, 1.343
-2.240, 41.888, 2.976
-2.832, 41.872, 2.943
-2.703, 42.144, 3.823
-2.527, 41.728, 2.079
-3.072, 41.919, 2.655
-2.527, 41.279, 3.839
-2.032, 41.919, 1.839
-1.983, 42.208, 4.047
-2.032, 40.975, 2.319
-1.952, 41.599, 2.687
-1.424, 42.175, 2.895
-0.896, 42.063, 2.447
-0.527, 42.928, 2.559
-1.103, 43.135, 2.719
-1.343, 42.928, 2.703
-0.192, 42.784, 3.119
0.639, 42.895, 3.327
0.495, 42.479, 4.144
1.759, 42.719, 3.743
1.695, 42.672, 2.447
1.663, 42.479, 3.952
2.447, 42.751, 3.455
1.327, 42.479, 3.568
1.103, 42.479, 3.151
1.519, 42.831, 2.879
1.648, 42.944, 3.391
1.855, 43.055, 1.983
1.151, 42.816, 2.415
1.952, 43.040, 1.600
1.343, 42.975, 1.648
2.032, 42.736, 3.119
1.919, 42.975, 2.160
1.871, 42.159, 1.935
2.495, 42.767, 3.072
2.639, 41.663, 2.783
3.296, 41.855, 3.631
3.135, 41.919, 2.351
3.871, 41.487, 2.511
4.768, 41.439, 3.007
4.655, 41.519, 2.592
5.023, 42.351, 0.671
5.359, 41.631, 0.959
5.423, 41.152, 3.711
6.319, 41.583, 2.735
5.952, 41.519, 2.799
5.711, 41.391, 3.807
6.863, 42.000, 2.624
6.559, 40.928, 2.895
7.583, 40.895, 4.111
7.983, 40.271, 2.911
8.800, 40.928, 2.480
8.911, 40.784, 1.887
8.479, 40.895, 2.751
9.775, 41.183, 3.296
9.295, 40.256, 2.543
9.247, 39.568, 2.671
9.951, 40.223, 2.207
10.368, 39.728, 2.240
10.079, 39.791, 2.495
10.239, 39.743, 2.480
11.232, 39.743, 0.927
10.847, 38.975, 2.287
11.119, 39.007, 3.072
12.064, 39.616, 1.695
11.727, 39.231, 2.735
12.447, 38.944, 2.559
11.904, 38.767, 2.751
11.647, 39.247, 3.072
11.839, 39.055, 2.976
11.615, 39.295, 2.463
11.423, 39.439, 3.231
11.247, 39.247, 2.959
12.191, 38.767, 3.216
11.823, 38.479, 2.463
11.920, 38.944, 2.032
12.432, 39.295, 3.568
12.288, 39.023, 2.992
12.399, 38.223, 2.511
12.815, 38.560, 2.671
12.880, 38.127, 2.799
13.055, 38.816, 1.424
12.911, 38.383, 2.400
12.751, 39.119, 2.543
13.167, 38.416, 2.319
12.607, 38.672, 1.824
13.216, 38.288, 1.200
13.343, 38.015, 2.863
13.920, 37.935, 2.256
13.920, 38.319, 1.935
13.280, 38.879, 2.671
14.095, 38.159, 3.519
14.783, 38.736, 1.296
13.855, 38.031, 3.455
14.800, 38.560, 2.848
14.511, 37.711, 2.543
14.944, 37.760, 2.143
15.616, 37.472, 2.256
14.880, 37.407, 4.047
15.839, 37.247, 1.903
16.271, 37.152, 3.807
16.447, 36.527, 2.639
15.903, 36.079, 1.855
16.544, 36.271, 2.368
16.000, 36.416, 2.176
15.823, 36.175, 2.400
16.639, 36.079, 1.968
17.072, 36.383, 2.976
16.719, 35.855, 1.839
16.399, 36.047, 0.927
17.087, 35.919, 3.584
17.312, 36.063, 3.216
17.023, 35.791, 4.111
17.359, 35.616, 2.751
17.711, 34.959, 0.879
17.520, 34.624, 2.495
17.759, 34.319, 1.711
17.871, 34.127, 3.536
18.751, 34.032, 2.592
18.527, 33.967, 2.256
18.672, 34.032, 2.655
17.359, 34.191, 2.815
18.271, 34.159, 2.768
19.312, 33.360, 2.751
19.615, 32.543, 3.023
19.920, 32.127, 2.751
19.631, 31.327, 2.271
20.511, 30.656, 1.727
21.840, 30.672, 1.744
20.719, 30.703, 3.167
20.368, 30.351, 2.959
20.464, 30.495, 2.256
20.591, 30.095, 2.495
20.128, 30.271, 2.832
19.808, 30.351, 2.543
20.079, 30.607, 2.543
20.223, 30.239, 2.976
20.479, 30.575, 2.000
19.583, 30.432, 1.631
19.791, 31.247, 2.431
19.327, 30.944, 0.927
19.840, 31.407, 2.207
19.600, 31.151, 3.200
20.256, 31.407, 3.471
19.439, 32.096, 2.223
18.719, 32.416, 2.160
19.280, 32.191, 3.631
19.039, 32.111, 2.495
18.751, 32.447, 2.160
18.895, 31.807, 3.568
19.072, 32.208, 1.519
19.423, 31.663, 1.648
18.751, 31.695, 3.072
18.208, 31.119, 1.776
18.767, 31.039, 2.063
19.728, 31.295, 2.943
18.623, 30.767, 1.455
18.975, 31.232, 2.207
19.151, 30.672, 3.488
19.280, 30.672, 0.991
17.983, 30.256, 2.063
19.600, 30.544, 1.167
19.039, 30.223, 1.343
19.663, 29.983, 2.447
18.992, 29.343, 1.184
19.567, 29.711, 2.368
19.343, 29.232, 2.832
20.336, 28.032, 1.600
20.256, 27.904, 1.488
19.903, 27.951, 1.407
19.583, 27.455, 1.071
19.903, 27.616, 3.568
20.000, 27.360, 1.488
20.271, 26.719, 3.039
20.784, 25.327, 1.600
20.607, 25.919, 1.903
20.303, 25.439, 2.400
20.256, 25.807, 2.911
20.623, 25.647, 2.176
20.368, 25.215, 2.608
20.256, 24.975, 2.768
20.511, 25.072, 1.488
19.887, 24.175, 2.655
20.287, 24.511, 1.343
19.728, 24.303, 3.439
20.223, 24.159, 2.480
20.576, 23.951, 3.072
20.656, 23.135, 2.463
20.767, 23.104, 1.615
21.567, 23.567, 1.807
20.623, 23.119, 2.959
21.231, 22.879, 3.679
20.944, 22.063, 1.648
21.423, 22.239, 2.527
21.247, 21.823, 3.039
20.639, 21.151, 3.871
21.615, 21.343, 2.735
20.895, 20.927, 2.655
20.559, 20.751, 2.303
20.975, 20.975, 2.335
20.864, 20.959, 3.055
21.840, 20.368, 2.832
21.439, 19.791, 3.359
21.823, 19.263, 3.007
21.087, 18.591, 3.967
21.663, 19.247, 2.256
21.791, 18.399, 2.127
22.287, 17.263, 1.759
22.303, 16.607, 3.167
22.208, 16.079, 2.047
21.663, 16.287, 2.384
21.887, 15.423, 2.047
22.623, 14.623, 1.807
21.392, 14.767, 3.359
21.711, 14.416, 2.879
21.808, 14.031, 2.687
21.375, 13.536, 1.695
21.967, 14.047, 2.319
21.600, 13.616, 2.160
22.111, 14.336, 1.679
22.319, 14.208, 2.895
22.464, 14.208, 2.143
22.464, 13.247, 3.423
22.287, 13.983, 4.175
22.287, 13.631, 3.983
21.791, 14.367, 3.504
21.967, 13.519, 4.000
21.840, 13.647, 3.072
22.847, 13.152, 3.568
22.687, 13.328, 1.359
22.223, 13.695, 3.439
21.711, 13.152, 4.783
21.903, 13.263, 2.495
21.775, 12.927, 2.959
22.223, 12.927, 2.687
22.000, 13.375, 3.087
21.967, 13.039, 3.504
22.128, 13.375, 3.552
22.672, 13.536, 3.103
21.775, 13.903, 4.975
22.415, 14.511, 3.039
22.208, 13.663, 2.959
22.959, 13.983, 3.536
22.351, 13.952, 4.191
22.559, 14.687, 2.639
22.319, 14.559, 2.943
22.015, 14.959, 3.072
21.920, 14.223, 2.335
21.967, 14.607, 3.184
21.759, 14.223, 3.023
22.511, 13.823, 4.079
22.751, 13.311, 5.328
22.672, 13.343, 3.936
22.368, 13.423, 3.775
23.312, 13.920, 2.992
22.815, 13.423, 2.783
23.520, 13.152, 3.087
23.728, 12.511, 3.200
23.695, 12.575, 3.952
23.087, 12.207, 2.911
23.455, 12.527, 2.687
23.855, 12.111, 4.223
23.535, 11.839, 3.135
23.455, 12.064, 3.007
23.951, 11.343, 4.303
23.392, 11.279, 3.664
24.719, 10.351, 2.495
28.416, 11.615, 2.047
24.591, 10.336, 3.791
24.719, 9.807, 2.768
24.543, 10.223, 2.671
24.143, 10.432, 2.256
23.520, 10.623, 2.768
23.711, 9.552, 2.160
23.503, 9.168, 2.639
23.551, 8.943, 3.087
22.128, 7.935, 3.679
22.415, 8.336, 4.239
22.527, 6.863, 3.343
22.607, 6.432, 3.855
22.464, 6.144, 3.439
22.399, 5.967, 4.079
22.111, 6.047, 4.320
21.936, 5.136, 4.415
22.223, 4.495, 3.359
21.840, 4.271, 2.559
21.631, 4.271, 3.087
21.567, 4.000, 3.279
21.567, 3.664, 3.119
21.567, 3.552, 2.927
21.775, 3.759, 2.256
21.072, 3.504, 3.119
21.039, 2.415, 3.231
21.375, 3.055, 3.711
20.927, 3.263, 3.904
20.831, 3.488, 3.519
19.231, 2.911, 3.279
19.487, 3.952, 3.407
18.111, 3.423, 3.679
18.527, 3.039, 3.279
17.743, 2.768, 4.047
17.231, 2.783, 3.216
16.880, 3.791, 3.552
17.520, 3.184, 2.351
16.287, 3.247, 2.976
15.791, 2.719, 4.623
15.392, 2.863, 2.751
15.744, 2.768, 2.959
15.887, 2.655, 3.007
14.575, 1.824, 3.519
14.831, 1.343, 2.480
14.639, 1.263, 3.184
14.623, 1.231, 2.783
13.583, 0.847, 3.904
12.847, 1.247, 3.711
11.743, 0.943, 3.584
11.711, 1.631, 1.439
12.319, 1.296, 3.391
11.615, 1.279, 2.608
11.295, 0.703, 2.351
11.407, 0.623, 2.207
11.503, -0.768, 4.255
11.215, -1.263, 2.000
11.055, -0.415, 3.679
10.191, -1.551, 4.607
10.479, -2.223, 3.615
10.064, -1.839, 2.671
9.775, -1.759, 4.144
9.711, -1.679, 3.135
9.135, -1.983, 3.007
9.263, -2.624, 2.703
8.800, -2.335, 1.807
7.967, -2.127, 4.271
7.615, -2.768, 3.103
6.911, -1.983, 3.279
7.311, -2.384, 3.455
6.783, -2.592, 3.615
6.303, -2.368, 4.432
5.727, -2.319, 3.407
6.239, -1.952, 2.959
5.647, -1.983, 3.216
4.831, -2.111, 3.423
4.880, -2.256, 3.536
4.736, -1.727, 4.255
3.823, -1.839, 4.320
3.695, -2.351, 2.127
3.743, -2.687, 2.719
3.296, -2.176, 4.144
2.687, -2.671, 3.615
2.783, -1.695, 2.799
2.335, -1.871, 3.135
2.335, -2.415, 4.895
1.759, -2.608, 3.151
0.287, -1.935, 3.887
0.431, -2.160, 2.608
0.031, -2.240, 3.504
0.159, -2.127, 3.135
0.319, -1.583, 4.223
0.448, -1.839, 3.679
-0.287, -1.744, 2.480
