0.000 , 322.578 ,  -64.515 , 0.200 , 0.000
0.000 , 320.665 ,  -64.133 , 0.200 , 0.000
0.000 , 312.996 ,  -62.599 , 0.200 , 0.000
0.000 , 302.438 ,  -60.487 , 0.200 , 0.000
0.000 , 297.702 ,  -59.540 , 0.200 , 0.000
0.000 , 297.833 ,  -59.566 , 0.200 , 0.000
0.000 , 296.854 ,  -59.370 , 0.200 , 0.000
0.000 , 297.694 ,  -59.538 , 0.200 , 0.000
0.000 , 299.177 ,  -59.835 , 0.200 , 0.000
0.000 , 297.578 ,  -59.515 , 0.200 , 0.000
0.000 , 298.082 ,  -59.616 , 0.200 , 0.000
0.000 , 298.105 ,  -59.621 , 0.200 , 0.000
0.000 , 298.475 ,  -59.695 , 0.200 , 0.000
0.000 , 298.194 ,  -59.638 , 0.200 , 0.000
0.000 , 298.446 ,  -59.689 , 0.200 , 0.000
0.000 , 298.861 ,  -59.772 , 0.200 , 0.000
0.000 , 298.042 ,  -59.608 , 0.200 , 0.000
0.000 , 298.795 ,  -59.759 , 0.200 , 0.000
0.000 , 298.640 ,  -59.728 , 0.200 , 0.000
0.000 , 299.942 ,  -59.988 , 0.200 , 0.000
0.000 , 298.859 ,  -59.771 , 0.200 , 0.000
0.000 , 299.396 ,  -59.879 , 0.200 , 0.000
0.000 , 298.490 ,  -59.698 , 0.200 , 0.000
0.000 , 299.029 ,  -59.805 , 0.200 , 0.000
0.000 , 298.403 ,  -59.680 , 0.200 , 0.000
0.000 , 299.041 ,  -59.808 , 0.200 , 0.000
0.000 , 299.215 ,  -59.843 , 0.200 , 0.000
0.000 , 299.233 ,  -59.846 , 0.200 , 0.000
0.000 , 299.123 ,  -59.824 , 0.200 , 0.000
0.000 , 299.323 ,  -59.864 , 0.200 , 0.000
0.000 , 299.176 ,  -59.835 , 0.200 , 0.000
0.000 , 299.137 ,  -59.827 , 0.200 , 0.000
0.000 , 299.683 ,  -59.936 , 0.200 , 0.000
0.000 , 299.956 ,  -59.991 , 0.200 , 0.000
0.000 , 298.919 ,  -59.783 , 0.200 , 0.000
0.000 , 299.825 ,  -59.965 , 0.200 , 0.000
0.000 , 298.927 ,  -59.785 , 0.200 , 0.000
0.000 , 299.581 ,  -59.916 , 0.200 , 0.000
0.000 , 300.295 ,  -60.059 , 0.200 , 0.000
0.000 , 300.406 ,  -60.081 , 0.200 , 0.000
0.000 , 299.752 ,  -59.950 , 0.200 , 0.000
0.000 , 299.658 ,  -59.931 , 0.200 , 0.000
0.000 , 299.863 ,  -59.972 , 0.200 , 0.000
0.000 , 300.164 ,  -60.032 , 0.200 , 0.000
0.000 , 300.877 ,  -60.175 , 0.200 , 0.000
0.000 , 301.854 ,  -60.370 , 0.200 , 0.000
0.000 , 300.253 ,  -60.050 , 0.200 , 0.000
0.000 , 301.245 ,  -60.249 , 0.200 , 0.000
0.000 , 301.583 ,  -60.316 , 0.200 , 0.000
0.000 , 302.471 ,  -60.494 , 0.200 , 0.000
0.000 , 302.389 ,  -60.477 , 0.200 , 0.000
0.000 , 302.778 ,  -60.555 , 0.200 , 0.000
0.000 , 302.589 ,  -60.517 , 0.200 , 0.000
0.000 , 302.388 ,  -60.477 , 0.200 , 0.000
0.000 , 302.984 ,  -60.596 , 0.200 , 0.000
0.000 , 302.833 ,  -60.566 , 0.200 , 0.000
0.000 , 304.827 ,  -60.965 , 0.200 , 0.000
0.000 , 305.837 ,  -61.167 , 0.200 , 0.000
0.000 , 304.835 ,  -60.967 , 0.200 , 0.000
0.000 , 305.513 ,  -61.102 , 0.200 , 0.000
0.000 , 306.379 ,  -61.275 , 0.200 , 0.000
0.000 , 307.488 ,  -61.497 , 0.200 , 0.000
0.000 , 307.559 ,  -61.511 , 0.200 , 0.000
0.000 , 307.999 ,  -61.599 , 0.200 , 0.000
