50.000,0.000
50.000,0.000
50.000,0.259
50.000,0.484
50.000,0.679
50.000,1.108
50.000,1.480
50.000,1.803
50.000,2.343
50.000,2.811
50.000,3.218
50.000,3.830
50.000,4.361
50.000,4.822
50.000,5.222
50.000,5.829
50.000,6.356
50.000,6.813
50.000,7.469
50.000,8.038
50.000,8.532
50.000,8.961
50.000,9.593
50.000,10.141
50.000,10.616
50.000,11.029
50.000,11.388
50.000,11.958
50.000,12.453
50.000,13.142
50.000,13.740
50.000,14.259
50.000,14.710
50.000,15.101
50.000,15.699
50.000,16.219
50.000,16.670
50.000,17.061
50.000,17.660
50.000,18.180
50.000,18.632
50.000,19.282
50.000,19.847
50.000,20.338
50.000,20.763
50.000,21.133
50.000,21.454
50.000,21.991
50.000,22.458
50.000,22.863
50.000,23.214
50.000,23.519
50.000,24.043
50.000,24.498
50.000,24.893
50.000,25.495
50.000,26.018
50.000,26.212
50.000,26.380
50.000,26.786
50.000,27.397
50.000,27.928
50.000,28.129
50.000,28.304
50.000,28.715
50.000,29.071
50.000,29.640
50.000,30.134
50.000,30.303
50.000,30.709
50.000,31.321
50.000,31.593
50.000,31.828
50.000,32.033
50.000,32.211
50.000,32.624
50.000,33.242
50.000,33.779
50.000,33.985
50.000,34.165
50.000,34.320
50.000,34.714
50.000,35.057
50.000,35.354
50.000,35.871
50.000,36.060
50.000,36.225
50.000,36.627
50.000,36.976
50.000,37.278
50.000,37.541
50.000,37.770
50.000,38.227
50.000,38.624
50.000,38.709
50.000,38.783
50.000,39.106
50.000,39.646
50.000,39.856
50.000,40.038
50.000,40.455
50.000,40.558
50.000,40.647
50.000,41.243
50.000,41.760
50.000,41.690
50.000,41.889
50.000,42.321
50.000,42.437
50.000,42.796
50.000,43.108
50.000,43.120
50.000,43.389
50.000,43.623
50.000,43.826
50.000,44.261
50.000,44.380
50.000,44.483
50.000,44.832
50.000,45.134
50.000,45.397
50.000,45.625
50.000,45.823
50.000,45.994
50.000,46.144
50.000,46.532
50.000,46.869
50.000,46.903
50.000,46.932
50.000,47.217
50.000,47.464
50.000,47.678
50.000,48.123
50.000,48.250
50.000,48.361
50.000,48.716
50.000,48.765
50.000,48.807
50.000,49.104
50.000,49.361
50.000,49.584
50.000,49.777
50.000,49.946
50.000,50.091
50.000,50.477
50.000,50.812
50.000,50.844
50.000,50.871
50.000,51.154
50.000,51.399
50.000,51.613
50.000,51.798
50.000,51.958
50.000,52.357
50.000,52.444
50.000,52.519
50.000,52.844
50.000,52.866
50.000,52.886
50.000,53.162
50.000,53.401
50.000,53.610
50.000,53.790
50.000,53.947
50.000,54.083
50.000,54.201
50.000,54.563
50.000,54.877
50.000,54.890
50.000,55.161
50.000,55.396
50.000,55.341
50.000,55.293
50.000,55.510
50.000,55.958
50.000,56.088
50.000,56.201
50.000,56.298
50.000,56.383
50.000,56.716
50.000,56.746
50.000,56.772
50.000,57.053
50.000,57.298
50.000,57.250
50.000,57.210
50.000,57.693
50.000,58.112
50.000,57.957
50.000,57.823
50.000,58.225
50.000,58.574
50.000,58.618
50.000,58.656
50.000,58.688
50.000,58.976
50.000,59.226
50.000,59.183
50.000,59.147
50.000,59.374
50.000,59.571
50.000,59.742
50.000,59.891
50.000,60.020
50.000,60.132
50.000,59.970
50.000,60.088
50.000,60.191
50.000,60.281
50.000,60.358
50.000,60.166
50.000,60.000
50.000,59.855
50.000,59.729
50.000,59.361
50.000,59.042
50.000,59.024
50.000,59.008
50.000,58.994
50.000,58.982
50.000,58.972
50.000,58.704
50.000,58.471
50.000,58.787
50.000,58.803
50.000,58.557
50.000,58.603
50.000,58.643
50.000,58.677
50.000,58.707
50.000,58.733
50.000,58.756
50.000,58.775
50.000,58.792
50.000,58.807
50.000,58.820
50.000,58.572
50.000,58.357
50.000,58.429
50.000,58.232
50.000,58.062
50.000,58.173
50.000,58.010
50.000,57.869
50.000,58.006
50.000,57.865
50.000,57.743
50.000,57.897
50.000,57.770
50.000,57.661
50.000,57.825
50.000,57.708
50.000,57.607
50.000,57.778
50.000,57.668
50.000,57.572
50.000,57.748
50.000,57.900
50.000,57.774
50.000,57.664
50.000,57.568
50.000,57.485
50.000,57.673
50.000,57.576
50.000,57.233
50.000,57.194
50.000,57.161
50.000,57.132
50.000,57.107
50.000,57.085
50.000,57.066
50.000,56.790
50.000,56.810
50.000,56.827
50.000,56.842
50.000,56.855
50.000,56.607
50.000,56.651
50.000,56.690
50.000,56.723
50.000,56.752
50.000,56.777
50.000,56.798
50.000,56.558
50.000,56.608
50.000,56.652
50.000,56.690
50.000,56.723
50.000,56.493
50.000,56.552
50.000,56.603
50.000,56.389
50.000,56.462
50.000,56.525
50.000,56.321
50.000,56.143
50.000,56.249
50.000,56.340
50.000,56.160
50.000,56.004
50.000,55.868
50.000,55.751
50.000,55.649
50.000,55.819
50.000,55.967
