50.000,0.821
50.000,1.231
50.000,2.105
50.000,3.642
50.000,5.235
50.000,7.396
50.000,9.790
50.000,12.386
50.000,15.417
50.000,18.307
50.000,21.593
50.000,24.964
50.000,28.409
50.000,31.917
50.000,35.480
50.000,39.092
50.000,42.745
50.000,46.175
50.000,48.893
50.000,51.511
50.000,53.524
50.000,54.753
50.000,55.820
50.000,56.227
50.000,56.062
50.000,55.659
50.000,54.792
50.000,53.520
50.000,51.898
50.000,50.230
50.000,48.524
50.000,46.783
50.000,45.532
50.000,44.446
50.000,43.244
50.000,42.200
50.000,41.554
50.000,41.252
50.000,40.991
50.000,41.023
50.000,41.310
50.000,41.559
50.000,42.034
50.000,42.965
50.000,43.774
50.000,44.475
50.000,45.343
50.000,46.097
50.000,46.751
50.000,47.319
50.000,47.811
50.000,47.980
50.000,48.126
50.000,48.253
50.000,48.104
50.000,47.974
50.000,47.862
50.000,47.764
50.000,47.421
50.000,47.122
50.000,47.122
50.000,46.863
50.000,46.379
50.000,45.959
50.000,45.853
50.000,45.762
50.000,45.423
50.000,45.388
50.000,45.358
50.000,45.073
50.000,45.084
50.000,45.353
50.000,45.587
50.000,45.531
50.000,45.482
50.000,45.699
50.000,45.887
50.000,46.309
50.000,46.676
50.000,46.735
50.000,46.786
50.000,46.831
50.000,46.869
50.000,46.903
50.000,46.932
50.000,46.698
50.000,46.495
50.000,46.578
50.000,46.650
50.000,46.712
50.000,46.767
50.000,46.555
50.000,46.370
50.000,46.470
50.000,46.297
50.000,46.147
50.000,46.276
50.000,46.128
50.000,46.001
50.000,46.149
50.000,46.277
50.000,46.389
50.000,46.486
50.000,46.570
50.000,46.384
50.000,46.222
50.000,46.341
50.000,46.445
50.000,46.534
50.000,46.612
50.000,46.680
50.000,46.738
50.000,46.789
50.000,46.833
50.000,46.872
50.000,46.905
50.000,46.934
50.000,46.699
50.000,46.496
50.000,46.579
50.000,46.651
50.000,46.713
50.000,46.508
50.000,46.330
50.000,46.435
50.000,46.267
50.000,46.120
50.000,46.253
50.000,46.368
50.000,46.468
50.000,46.554
50.000,46.629
50.000,46.695
50.000,46.751
50.000,46.800
50.000,46.843
50.000,46.880
50.000,46.912
50.000,46.940
50.000,46.964
50.000,46.985
50.000,47.004
50.000,47.019
50.000,47.033
50.000,46.786
50.000,46.571
50.000,46.644
50.000,46.707
50.000,46.762
50.000,46.810
50.000,46.851
50.000,46.628
50.000,46.434
50.000,46.525
50.000,46.604
50.000,46.673
50.000,46.732
50.000,46.784
50.000,46.829
50.000,46.608
50.000,46.417
50.000,46.510
50.000,46.591
50.000,46.662
50.000,46.723
50.000,46.775
50.000,46.821
50.000,46.861
50.000,46.896
50.000,47.185
50.000,47.436
50.000,47.136
50.000,46.875
50.000,46.908
50.000,46.936
50.000,46.961
50.000,46.982
50.000,47.001
50.000,47.017
50.000,47.031
50.000,47.043
50.000,47.054
50.000,46.804
50.000,46.587
50.000,46.658
50.000,46.719
50.000,46.773
50.000,46.819
50.000,46.859
50.000,46.894
50.000,46.924
50.000,46.951
50.000,46.973
50.000,46.993
50.000,47.010
50.000,47.025
50.000,47.038
50.000,47.049
50.000,47.059
50.000,47.068
50.000,47.075
50.000,47.081
50.000,47.087
50.000,47.092
50.000,47.096
50.000,47.100
50.000,47.103
50.000,47.105
50.000,47.108
50.000,47.110
50.000,47.112
50.000,47.113
50.000,47.115
50.000,47.116
50.000,47.117
50.000,47.118
50.000,47.118
50.000,47.119
50.000,47.120
50.000,47.120
50.000,47.121
50.000,47.121
50.000,47.121
50.000,47.122
50.000,47.122
50.000,47.122
50.000,47.122
50.000,47.122
50.000,47.122
50.000,47.123
50.000,47.123
50.000,47.123
50.000,47.123
50.000,47.123
50.000,47.123
50.000,47.123
50.000,47.123
50.000,47.123
50.000,47.123
50.000,47.123
50.000,47.123
50.000,47.123
50.000,47.123
50.000,47.123
50.000,47.123
50.000,47.123
50.000,47.123
50.000,47.123
50.000,47.123
50.000,47.383
50.000,47.608
50.000,47.544
50.000,47.488
50.000,47.440
50.000,47.398
50.000,47.362
50.000,47.330
50.000,47.303
50.000,47.539
50.000,47.743
50.000,47.661
50.000,47.590
50.000,47.269
50.000,46.991
50.000,47.008
50.000,47.024
50.000,47.037
50.000,47.048
50.000,47.317
50.000,47.551
50.000,47.495
50.000,47.446
50.000,47.403
50.000,47.366
50.000,47.334
50.000,47.306
50.000,47.282
50.000,47.261
50.000,47.243
50.000,47.227
50.000,47.473
50.000,47.686
50.000,47.612
50.000,47.547
50.000,47.491
50.000,47.443
50.000,47.400
50.000,47.364
50.000,47.332
50.000,47.305
50.000,47.281
50.000,47.260
50.000,47.501
50.000,47.711
50.000,47.633
50.000,47.566
50.000,47.507
50.000,47.457
50.000,47.413
50.000,47.374
50.000,47.341
50.000,47.572
50.000,47.772
50.000,47.686
50.000,47.612
50.000,47.547
50.000,47.491
50.000,47.443
50.000,47.660
50.000,47.848
50.000,47.753
50.000,47.670
50.000,47.597
50.000,47.535
50.000,47.481
50.000,47.433
50.000,47.392
50.000,47.357
50.000,47.326
50.000,47.559
50.000,47.760
50.000,47.676
50.000,47.603
50.000,47.540
50.000,47.485
50.000,47.437
50.000,47.396
50.000,47.360
50.000,47.588
50.000,47.786
50.000,47.698
50.000,47.622
50.000,47.557
50.000,47.499
50.000,47.709
50.000,47.891
50.000,47.790
50.000,47.702
50.000,47.885
50.000,48.043
50.000,47.922
50.000,47.816
50.000,47.725
50.000,47.645
50.000,47.577
50.000,47.517
50.000,47.465
50.000,47.679
50.000,47.865
50.000,47.767
50.000,47.682
50.000,47.608
50.000,47.544
50.000,47.489
50.000,47.440
50.000,47.658
50.000,47.847
50.000,47.751
50.000,47.668
50.000,47.596
50.000,47.793
50.000,47.964
50.000,47.853
50.000,48.016
50.000,48.157
50.000,48.021
50.000,47.902
50.000,47.799
50.000,47.710
50.000,47.633
50.000,47.825
50.000,47.991
50.000,47.877
50.000,47.777
50.000,47.691
50.000,47.616
50.000,47.551
50.000,47.495
50.000,47.705
50.000,47.887
50.000,47.786
50.000,47.699
50.000,47.623
50.000,47.816
50.000,47.984
50.000,47.870
